text_id,text,topic,initial_paragraph,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,clean_text_bert,clean_text_tfidf,clean_text
2-12386,Gamis Elegan 🔗 #ONEPIECE1095 #BAESUZY,UNKNOWN,,0,0,0,0,0,0,0,0,0,Gamis Elegan,gamis elegan,gamis elegan
3-1757,Ketika Lo cuma Poto sayap nya doang dan langsung tau type pesawat nya langsung ! Gila sih 🤣🤣,Disabilitas,,0,0,0,0,0,0,0,0,0,Ketika Lo cuma Poto sayap nya doang dan langsung tau type pesawat nya langsung ! Gila sih,poto sayap doang langsung tau type pesawat langsung gila,poto sayap doang langsung tau type pesawat langsung gila
4-1129,@tanyakanrl Dari dulu fiver punyanya israel,Jewish,,0,0,0,0,0,0,0,0,0,Dari dulu fiver punyanya israel,fiver punyanya israel,fiver punyanya israel
1-2820,"China - 30 emas, 20 perak, 10 perunggu",Tionghoa,,0,0,0,0,0,0,0,0,0,"China - 30 emas, 20 perak, 10 perunggu",china emas perak perunggu,china emas perak perunggu
4-118,"Yg mau grub gay lokal , chat aja di wa 085817806872 (berbayar ya) Tapi tenang aja grub udh dilindungi akun telegram pribadi saya Yg kamu dpatkan : 4grub gay lokal( 3.500 vidio ) 2 gay barat ( 1.300 vidio) Yo di order mumpung lg hrgapromo 50% 50k aja",LGBTQ+,,0,0,0,0,0,0,0,0,0,"Yg mau grub gay lokal , chat aja di wa 085817806872 (berbayar ya) Tapi tenang aja grub udh dilindungi akun telegram pribadi saya Yg kamu dpatkan : 4grub gay lokal( 3.500 vidio ) 2 gay barat ( 1.300 vidio) Yo di order mumpung lg hrgapromo 50% 50k aja",grub gay lokal chat berbayar tenang grub dilindungi akun telegram pribadi dpatkan grub gay lokal vidio gay barat vidio order mumpung hrgapromo,grub gay lokal chat berbayar tenang grub dilindungi akun telegram pribadi dpatkan grub gay lokal vidio gay barat vidio order mumpung hrgapromo
1-6772,"Erlangga Greschinov @Greschinov Follow Donny Adi Wiguna, ST, MA- Dapil Jawa BaratI. Jangan pilih orang ini ya. Orang-orang pro Zionis begini gak pantas jadi legislatif. Follow ALERTA!!! KHUSUSON WARGI KOTA BANDUNG & KOTA CIMAHI, JANGAN PILIH ORANG INI, KARENA PRO ZIONIST, JEJAK DIGITALNYA BERTEBARAN DI X, SILAHKAN DICERMATI. SEBAGAIMANA TELAH DIKETAHUI, BAHWA INDONESIA TIDAK MENGAKUI ISRAEL SEBAGAI NEGARA, BAHKAN PENGIBARAN BENDERANYAPUN DENGAN TEGAS DILARANG.",Jewish,,0,1,1,1,0,1,0,0,0,"Erlangga Greschinov Follow Donny Adi Wiguna, ST, MA- Dapil Jawa BaratI. Jangan pilih orang ini ya. Orang-orang pro Zionis begini gak pantas jadi legislatif. Follow ALERTA!! KHUSUSON WARGI KOTA BANDUNG & KOTA CIMAHI, JANGAN PILIH ORANG INI, KARENA PRO ZIONIST, JEJAK DIGITALNYA BERTEBARAN DI X, SILAHKAN DICERMATI. SEBAGAIMANA TELAH DIKETAHUI, BAHWA INDONESIA TIDAK MENGAKUI ISRAEL SEBAGAI NEGARA, BAHKAN PENGIBARAN BENDERANYAPUN DENGAN TEGAS DILARANG.",erlangga greschinov follow donny adi wiguna dapil jawa barati jangan pilih orang orangorang pro zionis tidak legislatif follow alerta khususon wargi kota bandung kota cimahi jangan pilih orang pro zionist jejak digitalnya bertebaran silahkan dicermati indonesia tidak mengakui israel negara pengibaran benderanyapun dilarang,erlangga greschinov follow donny adi wiguna dapil jawa barati jangan pilih orang orangorang pro zionis tidak legislatif follow alerta khususon wargi kota bandung kota cimahi jangan pilih orang pro zionist jejak digitalnya bertebaran silahkan dicermati indonesia tidak mengakui israel negara pengibaran benderanyapun dilarang
2-232,#ReqPlaying on #Indonesiaku ~ @goliathband - Gila Tanpamu @FalconMusic,Disabilitas,,0,0,0,0,0,0,0,0,0,on ~ - Gila Tanpamu,gila tanpamu,gila tanpamu
4-1875,"BERITA SATU Gabriel Attal Jadi PM Prancis Termuda & Terbuka sebagai Gay FOTO: APP HOTOS Presiden Prancis Emmanuel Macron telah memilih Gabriel Attal sebagai Perdana Menteri (PM) Prancis. Menariknya, Attal merupakan perdana menteri termuda dan perdana menteri pertama yang secara terbuka menyatakan bahwa dirinya adalah seorang penyuka sesama jenis atau gay. Attal pernah menjalin hubungan dengan mantan penasihat politik Macron, Stephane Sejourne.

Gabriel Attal yang berusia 34 tahun sebelumnya menjabat sebagai juru bicara pemerintah dan menteri pendidikan. Pendahulunya, Elisabeth Borne, mengundurkan diri pada Senin (8/1/2024) setelah kekacauan politik terkait undang-undang imigrasi.
 
#GabrielAttal #PerdanaMenteri #Prancis #EmmanuelMacron #PMPrancis #BeritaSatu",LGBTQ+,,0,0,0,0,0,0,0,0,0,"BERITA SATU Gabriel Attal Jadi PM Prancis Termuda & Terbuka sebagai Gay FOTO: APP HOTOS Presiden Prancis Emmanuel Macron telah memilih Gabriel Attal sebagai Perdana Menteri (PM) Prancis. Menariknya, Attal merupakan perdana menteri termuda dan perdana menteri pertama yang secara terbuka menyatakan bahwa dirinya adalah seorang penyuka sesama jenis atau gay. Attal pernah menjalin hubungan dengan mantan penasihat politik Macron, Stephane Sejourne. Gabriel Attal yang berusia 34 tahun sebelumnya menjabat sebagai juru bicara pemerintah dan menteri pendidikan. Pendahulunya, Elisabeth Borne, mengundurkan diri pada Senin (8/1/2024) setelah kekacauan politik terkait undang-undang imigrasi.",berita gabriel attal prancis termuda terbuka gay foto app hotos presiden prancis emmanuel macron memilih gabriel attal perdana menteri prancis menariknya attal perdana menteri termuda perdana menteri terbuka penyuka jenis gay attal menjalin hubungan mantan penasihat politik macron stephane sejourne gabriel attal berusia menjabat juru bicara pemerintah menteri pendidikan pendahulunya elisabeth borne mengundurkan senin kekacauan politik terkait undangundang imigrasi,berita gabriel attal prancis termuda terbuka gay foto app hotos presiden prancis emmanuel macron memilih gabriel attal perdana menteri prancis menariknya attal perdana menteri termuda perdana menteri terbuka penyuka jenis gay attal menjalin hubungan mantan penasihat politik macron stephane sejourne gabriel attal berusia menjabat juru bicara pemerintah menteri pendidikan pendahulunya elisabeth borne mengundurkan senin kekacauan politik terkait undangundang imigrasi
1-6295,Pertama kalinya liat orang Syiah “sholat” depan mata dan beda pisan gerakannya,Syiah,,0,0,0,0,0,0,0,0,0,Pertama kalinya liat orang Syiah sholat depan mata dan beda pisan gerakannya,kalinya liat orang syiah sholat mata beda pisan gerakannya,kalinya liat orang syiah sholat mata beda pisan gerakannya
2-8880,"Tiap pertemuan kok makan, ya gendut ntar 😫",Disabilitas,,0,0,0,0,0,0,0,0,0,"Tiap pertemuan kok makan, ya gendut ntar",pertemuan makan gendut ntar,pertemuan makan gendut ntar
2-11524,"Rumah dijual selangkah ke kampus Brawijaya: Tipe: 68/136 dimensi: 6,8x10 KT 3, KM 2 Harga: 1,55 Milyar (Nego) . Info: Alreza: ://",UNKNOWN,,0,0,0,0,0,0,0,0,0,"Rumah dijual selangkah ke kampus Brawijaya: Tipe: 68/136 dimensi: 6,8x10 KT 3, KM 2 Harga: 1,55 Milyar (Nego) . Info: Alreza: ://",rumah dijual selangkah kampus brawijaya tipe dimensi harga milyar nego info alreza,rumah dijual selangkah kampus brawijaya tipe dimensi harga milyar nego info alreza
4-1288,"Sepatu Rp560,000 - 40117 Adidas Yezzy Quantum Sz 42 Insol 26,5 Cm Made In China Rekber On Terimakasih Pa Admin",Tionghoa,,1,0,0,0,0,0,0,0,0,"Sepatu Rp560,00 - 40117 Adidas Yezzy Quantum Sz 42 Insol 26,5 Cm Made In China Rekber On Terimakasih Pa Admin",sepatu adidas yezzy quantum insol made china rekber terimakasih admin,sepatu adidas yezzy quantum insol made china rekber terimakasih admin
3-328,PREDIKSI TOGEL CHINA 10 NOVEMBER 2023 buran join dan beting sesuai angka prediksi jitu kami Join segera di osakatogel LInk WA : : OSAKATOGEL.OFFICIAL link parlay :,Tionghoa,,0,0,0,0,0,0,0,0,0,PREDIKSI TOGEL CHINA 10 NOVEMBER 2023 buran join dan beting sesuai angka prediksi jitu kami Join segera di osakatogel LInk WA : : OSAKATOGEL.OFFICIAL link parlay :,prediksi togel china november buran join beting sesuai angka prediksi jitu join osakatogel link osakatogelofficial link parlay,prediksi togel china november buran join beting sesuai angka prediksi jitu join osakatogel link osakatogelofficial link parlay
2-785,"Dituduh Erdogan Penjahat Perang, Israel Langsung Tarik Seluruh Diplomat dari Turki",Jewish,,0,0,1,0,0,0,1,0,0,"Dituduh Erdogan Penjahat Perang, Israel Langsung Tarik Seluruh Diplomat dari Turki",dituduh erdogan penjahat perang israel langsung tarik diplomat turki,dituduh erdogan penjahat perang israel langsung tarik diplomat turki
3-1085,"Ganda putra Indonesia, Fajar Alfian/Muhammad Rian Ardianto, masih bertahan di peringkat satu dalam ranking dunia BWF. Namun, hasil minor di China Open 2023 membuat takhta FajRi kembali diancam kudeta",Tionghoa,,0,0,0,0,0,0,0,0,0,"Ganda putra Indonesia, Fajar Alfian/Muhammad Rian Ardianto, masih bertahan di peringkat satu dalam ranking dunia BWF. Namun, hasil minor di China Open 2023 membuat takhta FajRi kembali diancam kudeta",ganda putra indonesia fajar alfianmuhammad rian ardianto bertahan peringkat ranking dunia bwf hasil minor china open takhta fajri diancam kudeta,ganda putra indonesia fajar alfianmuhammad rian ardianto bertahan peringkat ranking dunia bwf hasil minor china open takhta fajri diancam kudeta
2-5849,Prediksi china pools - RABU 15 NOVEMBER 2023 #chinapools #prediksichinapools #prediksitogelchinapools #chinapoolshariini #bulantogel #togelonline #bandartogelonline #bulantogelsitusterpercaya #casinoonline #togelpulsa #casinopulsa #bulantoto #bulan4d,Tionghoa,,1,0,0,0,0,0,0,0,0,Prediksi china pools - RABU 15 NOVEMBER 2023,prediksi china pools rabu november,prediksi china pools rabu november
4-142,Foto Anies Baswedan Memegang Pigura Piagam The King of Ngibul,UNKNOWN,"Liputan6.com, Jakarta - Beredar di media sosial postingan foto Anies Baswedan memegang pigura piagam The King of Ngibul. Postingan itu beredar sejak awal pekan ini.
Salah satu akun ada yang mengunggahnya di Facebook. Akun itu mempostingnya pada 16 Januari 2024.
Dalam postingannya terdapat foto Anies Baswedan dengan judul ""The King of Ngibul"". Foto itu disertai gambar pigura dengan tulisan:
""Dp 0% ngibul, OKEh Ngoceh Ngibul, Stop Reklamasi Ngibul, Laboratorium Copid Ngibul, Naturalisasi Ngibul"".
Lalu benarkah postingan foto Anies Baswedan memegang pigura piagam The King of Ngibul?",0,1,0,1,0,0,0,0,0,Foto Anies Baswedan Memegang Pigura Piagam The King of Ngibul,foto anies baswedan memegang pigura piagam the king ngibul,foto anies baswedan memegang pigura piagam the king ngibul
2-3504,"Gila banget akhir tahun ini bener"" dibikin kalangkabut🥲",Disabilitas,,0,0,0,0,0,0,0,0,0,"Gila banget akhir tahun ini bener"" dibikin kalangkabut",gila banget bener dibikin kalangkabut,gila banget bener dibikin kalangkabut
1-3864,"Sejumlah besar korban tak dikenal sedang dipersiapkan untuk dimakamkan di dalam Kompleks Medis Al Shifa di Gaza, yang berada di bawah pengepungan ketat Israel dari segala arah.",Jewish,,0,0,1,1,0,1,0,0,0,"Sejumlah besar korban tak dikenal sedang dipersiapkan untuk dimakamkan di dalam Kompleks Medis Al Shifa di Gaza, yang berada di bawah pengepungan ketat Israel dari segala arah.",korban tidak dikenal dipersiapkan dimakamkan kompleks medis shifa gaza pengepungan ketat israel arah,korban tidak dikenal dipersiapkan dimakamkan kompleks medis shifa gaza pengepungan ketat israel arah
3-385,"Dari Masjid Raya Paris misalnya, Maria menemukan rumah ibadah ini pernah menjadi rumah bagi ribuan Yahudi yang berlindung dari teror Holocaust. @maria_fauzi",Jewish,,0,0,0,0,0,0,0,0,0,"Dari Masjid Raya Paris misalnya, Maria menemukan rumah ibadah ini pernah menjadi rumah bagi ribuan Yahudi yang berlindung dari teror Holocaust.",masjid raya paris maria menemukan rumah ibadah rumah ribuan yahudi berlindung teror holocaust,masjid raya paris maria menemukan rumah ibadah rumah ribuan yahudi berlindung teror holocaust
1-5587,ISRAEL DAN AMERIKA BOIKOT PRODUK DAN MAKANAN INDONESIA,Jewish,"""TERNYATA ISRAEL DAN AMERIKA SUDAH MULAI MEMBOIKOT PRODUK2 INDONESIA""",0,0,0,1,0,0,0,0,0,ISRAEL DAN AMERIKA BOIKOT PRODUK DAN MAKANAN INDONESIA,israel amerika boikot produk makanan indonesia,israel amerika boikot produk makanan indonesia
1-5462,Yg lesbian di samarinda ketemuan yuk 😅,LGBTQ+,,0,0,0,0,0,0,0,0,0,Yg lesbian di samarinda ketemuan yuk,lesbian samarinda ketemuan yuk,lesbian samarinda ketemuan yuk
2-7185,gw udah gila #PraewOct23XGeminiFourth,Disabilitas,,0,0,0,0,0,0,0,0,0,gw udah gila,gila,gila
2-10674,Cowo yg gila cewe bisa berubah ga ya?,Disabilitas,,0,0,0,0,0,0,0,0,0,Cowo yg gila cewe bisa berubah ga ya?,cowo gila cewe berubah tidak,cowo gila cewe berubah tidak
2-7446,"Salam #sobatkristen Dirjen Bimas Kristen, Jeane Marie Tulung, di dampingi Kabag Umum dan BMN, Heince Onie Wongkaren hadiri dan buka Kegiatan Orientasi Pelopor Penguatan Moderasi Beragama Angkatan III Ditjen Bimas Kristen di Bandung, Rabu (08/11) #kemenagri #moderasiberagama",Kristen,,0,0,0,0,0,0,0,0,0,"Salam Dirjen Bimas Kristen, Jeane Marie Tulung, di dampingi Kabag Umum dan BMN, Heince Onie Wongkaren hadiri dan buka Kegiatan Orientasi Pelopor Penguatan Moderasi Beragama Angkatan II Ditjen Bimas Kristen di Bandung, Rabu (08/11)",salam dirjen bimas kristen jeane marie tulung dampingi kabag bmn heince onie wongkaren hadiri buka kegiatan orientasi pelopor penguatan moderasi beragama angkatan ditjen bimas kristen bandung rabu,salam dirjen bimas kristen jeane marie tulung dampingi kabag bmn heince onie wongkaren hadiri buka kegiatan orientasi pelopor penguatan moderasi beragama angkatan ditjen bimas kristen bandung rabu
1-1531,Tentara Israel Menjatuhkan Bom saat Anak-Anak Palestina Mengambil Air,Jewish,"(Diterjemahkan ke Bahasa Indonesia):

“Tentara Israel menjatuhkan bom terhadap anak-anak Palestina yang berkumpul untuk minum air. Bangsa Yahudi Israel adalah bangsa terburuk di dunia. Negara-negara yang mendukung Israel seharusnya malu pada diri mereka sendiri karena mendukung terorisme.

#IsraelTeroris #GazaGenosida #Gaza #Israel”.",0,0,0,0,0,0,0,0,0,Tentara Israel Menjatuhkan Bom saat Anak-Anak Palestina Mengambil Air,tentara israel menjatuhkan bom anakanak palestina mengambil air,tentara israel menjatuhkan bom anakanak palestina mengambil air
2-2016,"Pelaksanaan giat Pengamanan dan Pengaturan ""IBADAH GEREJA"" kepada masyarakat Yang melaksanakannya, adapun Gereja yang dilakukan pengamanan adalah GEREJA HKBP 1 SIDIKALANG, GEREJA HKBP PERKEMBANGAN dan GEREJA KATOLIK SIDIKALANG",Kristen,,0,0,0,0,0,0,0,0,0,"Pelaksanaan giat Pengamanan dan Pengaturan ""IBADAH GEREJA"" kepada masyarakat Yang melaksanakannya, adapun Gereja yang dilakukan pengamanan adalah GEREJA HKBP 1 SIDIKALANG, GEREJA HKBP PERKEMBANGAN dan GEREJA KATOLIK SIDIKALANG",pelaksanaan giat pengamanan pengaturan ibadah gereja masyarakat melaksanakannya gereja pengamanan gereja hkbp sidikalang gereja hkbp perkembangan gereja katolik sidikalang,pelaksanaan giat pengamanan pengaturan ibadah gereja masyarakat melaksanakannya gereja pengamanan gereja hkbp sidikalang gereja hkbp perkembangan gereja katolik sidikalang
2-11334,Badan amal Kristen Embrace the Middle East telah mengeluarkan seruan mendesak untuk berdoa bagi Tanah Suci setelah terjadinya serangan Hamas terhadap Israel. Simak selengkapnya di #Israel #konflikIsraelPalestina #jawaban,"Kristen, Jewish",,0,0,0,0,0,0,0,0,0,Badan amal Kristen Embrace the Middle East telah mengeluarkan seruan mendesak untuk berdoa bagi Tanah Suci setelah terjadinya serangan Hamas terhadap Israel. Simak selengkapnya di,badan amal kristen embrace the middle east mengeluarkan seruan mendesak berdoa tanah suci serangan hamas israel simak selengkapnya,badan amal kristen embrace the middle east mengeluarkan seruan mendesak berdoa tanah suci serangan hamas israel simak selengkapnya
2-199,Seruan boikot produk pro Israel yang terus menggema berdampak pada turunnya kinerja saham perusahaan dan menimbulkan potensi PHK.,Jewish,,0,0,0,1,0,0,0,0,0,Seruan boikot produk pro Israel yang terus menggema berdampak pada turunnya kinerja saham perusahaan dan menimbulkan potensi PHK.,seruan boikot produk pro israel menggema berdampak turunnya kinerja saham perusahaan menimbulkan potensi phk,seruan boikot produk pro israel menggema berdampak turunnya kinerja saham perusahaan menimbulkan potensi phk
2-6229,Nomor 1 Anies – Muhaimin #AniesMuhaimin2024 #AMINAjaDulu #AMINNo1Juara1 Menang Total 15 M Freeport No 1 2 No 3 Bu Mega KDRT Kami Muak #TimnasDay Freeport TNI AU LGBT 15 M Biden Fix You Hindia EXO LAY #AlShifaHospital Qory Ji Da Bin RCTI SCBD Arhan Nabil Irak Indonesia U17 #JOSHUA,LGBTQ+,,0,1,0,0,0,0,0,0,0,Nomor 1 Anies Muhaimin Menang Total 15 M Freeport No 1 2 No 3 Bu Mega KDRT Kami Muak Freeport TNI AU LGBT 15 M Biden Fix You Hindia EXO LAY Qory Ji Da Bin RCTI SCBD Arhan Nabil Irak Indonesia U17,nomor anies muhaimin menang total freeport mega kdrt muak freeport tni lgbt biden fix you hindia exo lay qory bin rcti scbd arhan nabil irak indonesia,nomor anies muhaimin menang total freeport mega kdrt muak freeport tni lgbt biden fix you hindia exo lay qory bin rcti scbd arhan nabil irak indonesia
1-1598,"Foto Bunga yang Tumbuh di Benua Antartika, Diklaim Sebagai Efek Buruk Pemanasan Global",UNKNOWN,"(Diterjemahkan ke Bahasa Indonesia):

“Bunga-bunga kini mulai bermekaran di Antartika dan para ahli mengatakan ini bukan kabar baik. Hal ini akan menjadi bukti pertama percepatan respons ekosistem di Antartika yang terkait langsung dengan dampak pemanasan global, menurut Nicoletta Cannone, seorang profesor”.",0,0,0,0,0,0,0,0,0,"Foto Bunga yang Tumbuh di Benua Antartika, Diklaim Sebagai Efek Buruk Pemanasan Global",foto bunga tumbuh benua antartika diklaim efek buruk pemanasan global,foto bunga tumbuh benua antartika diklaim efek buruk pemanasan global
1-2854,Fajar Alfian/Muhammad Rian Ardianto akan berhadapan dengan wakil Denmark di babak 32 besar China Open 2023,Tionghoa,,0,0,0,0,0,0,0,0,0,Fajar Alfian/Muhammad Rian Ardianto akan berhadapan dengan wakil Denmark di babak 32 besar China Open 2023,fajar alfianmuhammad rian ardianto berhadapan wakil denmark babak china open,fajar alfianmuhammad rian ardianto berhadapan wakil denmark babak china open
3-2121,"Hasil Keluaran Angka CHINA POOLS, 09 Oktober 2023 Result : 5637 Shio : KELINCI Selamat Kepada Anda Yang Beruntung & JP !! #Pulautoto #bandartogel #bandartogelonline #bandatogelterpercaya #bandarlivedingdong #Totomacau #togelhariini #bandarslotonline",Tionghoa,,1,0,0,0,0,0,0,0,0,"Hasil Keluaran Angka CHINA POOLS, 09 Oktober 2023 Result : 5637 Shio : KELINCI Selamat Kepada Anda Yang Beruntung & JP !!",hasil keluaran angka china pools oktober result shio kelinci selamat beruntung,hasil keluaran angka china pools oktober result shio kelinci selamat beruntung
4-3257,Ada yg mau baca ga nih? Jurnal yg meneliti perubahan sikap Malaysia terhadap Rohingya? Ternyata isu Rohingya dipake bwt ngeboost image Najib Razak yg kena skandal 1MDB. Can anyone confirm this? https://t.co/3GvKl7SjAE,Rohingya,,0,0,0,1,0,0,0,0,0,Ada yg mau baca ga nih? Jurnal yg meneliti perubahan sikap Malaysia terhadap Rohingya? Ternyata isu Rohingya dipake bwt ngeboost image Najib Razak yg kena skandal 1MDB. Can anyone confirm this?,baca tidak jurnal meneliti perubahan sikap malaysia rohingya isu rohingya dipake bwt ngeboost image najib razak kena skandal mdb can anyone confirm this,baca tidak jurnal meneliti perubahan sikap malaysia rohingya isu rohingya dipake bwt ngeboost image najib razak kena skandal mdb can anyone confirm this
2-11775,"Zelensky berdiri dan memuji Nazi, orang yang meng hancurkan populasi Yahudi - Presiden Rusia Putin. СИГНАЛ ://",Jewish,,0,0,0,0,0,0,0,0,0,"Zelensky berdiri dan memuji Nazi, orang yang meng hancurkan populasi Yahudi - Presiden Rusia Putin. ://",zelensky berdiri memuji nazi orang meng hancurkan populasi yahudi presiden rusia putin,zelensky berdiri memuji nazi orang meng hancurkan populasi yahudi presiden rusia putin
2-9068,FajRi gagal lagi di babak pertama. Kali ini di China Open. Peringkat 1 Dunia yang konsisten untuk tidak konsisten. 😌 #ChinaOpenSuper1000,Tionghoa,,0,0,0,0,0,0,0,0,0,FajRi gagal lagi di babak pertama. Kali ini di China Open. Peringkat 1 Dunia yang konsisten untuk tidak konsisten.,fajri gagal babak kali china open peringkat dunia konsisten tidak konsisten,fajri gagal babak kali china open peringkat dunia konsisten tidak konsisten
1-1560,TENTARA YAMAN MENGEJAR DAN MENGEPUNG KAPAL SELAM ISRAEL,Jewish,"ALLAHU AKBAR
kurang keren gimana lagi ini para mujahid kita ..
Mujahid Houthi yaman yang gagah berani
Mengepung kapal selam milik isrewel
#FreeFalistine
#Yaman

ALJAZAIR. TENTARA YAMAN MENGEJAR DAN MENGEPUNG KAPAL SELAM ISREAL…
YAMAN YANG PEMBERANI",0,0,0,1,0,0,0,0,0,TENTARA YAMAN MENGEJAR DAN MENGEPUNG KAPAL SELAM ISRAEL,tentara yaman mengejar mengepung kapal selam israel,tentara yaman mengejar mengepung kapal selam israel
2-10617,"Banyak kata yang ingin diucap, tapi bisu yang ada Wkwkwkwk",Disabilitas,,0,0,0,0,0,0,0,0,0,"Banyak kata yang ingin diucap, tapi bisu yang ada Wkwkwkwk",diucap bisu wkwkwkwk,diucap bisu wkwkwkwk
2-6667,Jogja napa ga pernah hujan si panas banget gila 🥵🥵🥵,Disabilitas,,0,0,1,0,1,0,0,0,0,Jogja napa ga pernah hujan si panas banget gila,jogja tidak hujan panas banget gila,jogja tidak hujan panas banget gila
3-1384,lg ga butuh tp kl jualnya pake foto bias tu knp tangannya cpt2 co ya:( orgil behavior,Disabilitas,,1,0,0,0,0,0,0,0,0,lg ga butuh tp kl jualnya pake foto bias tu knp tangannya cpt2 co ya:( orgil behavior,tidak butuh jualnya pake foto bias tangannya cpt orgil behavior,tidak butuh jualnya pake foto bias tangannya cpt orgil behavior
4-4056,"Amerika Serikat Janji Pengungsi Rohingya Bakal Jadi Prioritas Pada 2024, Berharap Negara di Asia Tenggara Menerimanya. VHICHIS.SEBENARNYA ummmmmm asia tenggara? Indonesia termasuk dong ya🤔 gimana menurut kalian??
•
Amerika Serikat (AS) telah mengakui situasi Rohingya sebagai sebuah “prioritas” dan berjanji untuk terus meningkatkan jumlah warga Rohingya yang dimukimkan kembali pada tahun 2024.
Pengungsi Rohingya yang saat ini banyak tersebar di berbagai negara Asia Tenggara, Bangladesh, hingga India bakal mendapat Program Penerimaan Pengungsi Amerika Serikat (USRAP) pada 2024.
•
AS juga mendorong negara-negara ketiga untuk memperluas pemukiman kembali warga Rohingya, kata Departemen Luar Negeri AS pada Jumat (22/12/2023).
•
check it out 👉🏻 ⌜ @WHICHIS.SEBENARNYA ⌟ untuk postingan hiburan dan informasi lainnya yang sedang trending ✌🏻
•
#WhichisSebenarnya #Rohingya",Rohingya,,0,0,0,0,0,0,0,0,0,"Amerika Serikat Janji Pengungsi Rohingya Bakal Jadi Prioritas Pada 2024, Berharap Negara di Asia Tenggara Menerimanya. VHICHIS.SEBENARNYA umm asia tenggara? Indonesia termasuk dong ya gimana menurut kalian?? Amerika Serikat (AS) telah mengakui situasi Rohingya sebagai sebuah prioritas dan berjanji untuk terus meningkatkan jumlah warga Rohingya yang dimukimkan kembali pada tahun 2024. Pengungsi Rohingya yang saat ini banyak tersebar di berbagai negara Asia Tenggara, Bangladesh, hingga India bakal mendapat Program Penerimaan Pengungsi Amerika Serikat (USRAP) pada 2024. AS juga mendorong negara-negara ketiga untuk memperluas pemukiman kembali warga Rohingya, kata Departemen Luar Negeri AS pada Jumat (22/12/2023). check it out .SEBENARNYA untuk postingan hiburan dan informasi lainnya yang sedang trending",amerika serikat janji pengungsi rohingya prioritas berharap negara asia tenggara menerimanya vhichissebenarnya asia tenggara indonesia amerika serikat mengakui situasi rohingya prioritas berjanji meningkatkan warga rohingya dimukimkan pengungsi rohingya tersebar negara asia tenggara bangladesh india program penerimaan pengungsi amerika serikat usrap mendorong negaranegara ketiga memperluas pemukiman warga rohingya departemen negeri jumat check out postingan hiburan informasi trending,amerika serikat janji pengungsi rohingya prioritas berharap negara asia tenggara menerimanya vhichissebenarnya asia tenggara indonesia amerika serikat mengakui situasi rohingya prioritas berjanji meningkatkan warga rohingya dimukimkan pengungsi rohingya tersebar negara asia tenggara bangladesh india program penerimaan pengungsi amerika serikat usrap mendorong negaranegara ketiga memperluas pemukiman warga rohingya departemen negeri jumat check out postingan hiburan informasi trending
2-11717,"Pameran Ekonomi Digital Internasional China 2023 resmi dibuka di Shijiazhuang, Provinsi Hebei, China utara, pada Rabu (6/9), dengan fokus pada pengembangan internet industri ://",Tionghoa,,0,0,0,0,0,0,0,0,0,"Pameran Ekonomi Digital Internasional China 2023 resmi dibuka di Shijiazhuang, Provinsi Hebei, China utara, pada Rabu (6/9), dengan fokus pada pengembangan internet industri ://",pameran ekonomi digital internasional china resmi dibuka shijiazhuang provinsi hebei china utara rabu fokus pengembangan internet industri,pameran ekonomi digital internasional china resmi dibuka shijiazhuang provinsi hebei china utara rabu fokus pengembangan internet industri
